F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,prob1,prob2,prob3,classLabel
0,0,1,0,0,0,0,0.0014,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0431,0.5301,0,0,1,0,1,1,0,0,0,0,7.15E-04,9.99E-01,7.45E-04,NoBug
0,0,1,0,0,0,0,0.0014,0,1,0,0,0,0.7529,0.6588,0.8627,0.0431,0.5301,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.89E-03,9.98E-01,4.84E-05,NoBug
0,0,1,0,0,0,0,0.0014,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.7843,0.0196,0.7142,0,0,1,0,1,1,0,0,0,0,4.52E-04,9.99E-01,5.05E-04,NoBug
0,0,1,0,0,0,0,0.0014,0,1,0,0,0,0.7529,0.6588,0.7843,0.0196,0.7142,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.66E-03,9.98E-01,3.69E-05,NoBug
0,0,1,0,0,0,0,0.0014,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0471,0.7555,0,0,1,0,1,1,0,0,0,0,7.67E-04,9.98E-01,1.08E-03,NoBug
0,0,1,0,0,0,0,0.0014,0,1,0,0,0,0.7529,0.6588,0.8627,0.0471,0.7555,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,3.25E-03,9.97E-01,5.59E-05,NoBug
0,0,1,0,0,0,0,0.0015,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0235,0.7127,0,0,1,0,1,1,0,0,0,0,7.17E-04,9.98E-01,9.80E-04,NoBug
0,0,1,0,0,0,0,0.0015,0,1,0,0,0,0.7529,0.6588,0.8627,0.0235,0.7127,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.74E-03,9.97E-01,5.25E-05,NoBug
0,0,1,0,0,0,0,0.0015,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0314,0.7491,0,0,1,0,1,1,0,0,0,0,7.38E-04,9.98E-01,1.05E-03,NoBug
0,0,1,0,0,0,0,0.0015,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0157,0.6584,0,0,1,0,1,1,0,0,0,0,6.93E-04,9.98E-01,8.89E-04,NoBug
0,0,1,0,0,0,0,0.0015,0,1,0,0,0,0.7529,0.6588,0.8627,0.0157,0.6584,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.36E-03,9.98E-01,5.01E-05,NoBug
0,0,1,0,0,0,0,0.0015,0,1,0,0,0,0.7529,0.6588,0.8627,0.0314,0.7491,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,3.06E-03,9.97E-01,5.43E-05,NoBug
0,0,1,0,0,0,0,0.0015,0,0,1,0,0,0.7529,0.6588,0.3922,0.0157,0.0021,0.7529,0.6588,0.3922,1,0.0021,0,0,1,0,0,0,0,0,0,0,6.77E-05,1.00E+00,1.72E-06,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0627,0.8979,0,0,1,0,1,1,0,0,0,0,8.30E-04,9.98E-01,1.38E-03,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0588,0.746,0,0,1,0,1,1,0,0,0,0,7.86E-04,9.98E-01,1.08E-03,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.8627,0.0588,0.746,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,3.28E-03,9.97E-01,5.67E-05,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.8979,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,4.79E-03,9.95E-01,6.27E-05,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.7843,0.0039,0.239,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,0.00099734,0.00936224,0.9896404,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.7843,0.0157,0.0078,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,3.04E-04,3.80E-03,9.96E-01,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0196,0.7804,0,0,1,0,1,1,0,0,0,0,7.25E-04,9.98E-01,1.09E-03,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.8627,0.0196,0.7804,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,3.19E-03,9.97E-01,5.44E-05,NoBug
0,0,1,0,0,0,0,0.0017,0,0,1,0,0,0.7529,0.6588,0.8627,0.0588,0.0021,0.7529,0.6588,0.8627,1,0.0021,0,0,1,0,0,0,0,0,0,0,0.03086983,0.9676106,0.00151964,NoBug
0,0,1,0,0,0,0,0.0017,0,0,1,0,0,0.7529,0.6588,0.8627,0.0353,0.0021,0.7529,0.6588,0.8627,1,0.0021,0,0,1,0,0,0,0,0,0,0,0.02878594,0.9697167,0.00149735,NoBug
0,0,1,0,0,0,0,0.0017,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0275,0.5675,0,0,1,0,1,1,0,0,0,0,6.96E-04,9.99E-01,7.78E-04,NoBug
0,0,1,0,0,0,0,0.0017,0,1,0,0,0,0.7529,0.6588,0.8627,0.0275,0.5675,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.97E-03,9.98E-01,4.83E-05,NoBug
0,0,1,0,0,0,0,0.0017,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0549,0.7984,0,0,1,0,1,1,0,0,0,0,7.91E-04,9.98E-01,1.17E-03,NoBug
0,0,1,0,0,0,0,0.0017,0,1,0,0,0,0.7529,0.6588,0.8627,0.0549,0.7984,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,3.68E-03,9.96E-01,5.82E-05,NoBug
0,0,1,0,0,0,0,0.0017,0,0,1,0,0,0.7529,0.6588,0.3922,0.0196,0.0021,0.7529,0.6588,0.3922,1,0.0021,0,0,1,0,0,0,0,0,0,0,6.87E-05,1.00E+00,1.73E-06,NoBug
0,0,1,0,0,0,0,0.0017,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.051,0.9261,0,0,1,0,1,1,0,0,0,0,8.15E-04,9.98E-01,1.43E-03,NoBug
0,0,1,0,0,0,0,0.0017,0,1,0,0,0,0.7529,0.6588,0.8627,0.051,0.9261,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,4.96E-03,9.95E-01,6.27E-05,NoBug
0,0,1,0,0,0,0,0.0017,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.7843,0.0157,0.6589,0,0,1,0,1,1,0,0,0,0,4.40E-04,9.99E-01,4.58E-04,NoBug
0,0,1,0,0,0,0,0.0017,0,1,0,0,0,0.7529,0.6588,0.7843,0.0157,0.6589,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.44E-03,9.99E-01,3.54E-05,NoBug
0,0,1,0,0,0,0,0.0018,0,0,1,0,0,0.7529,0.6588,0.3922,0.0157,0.0021,0.7529,0.6588,0.3922,1,0.0021,0,0,1,0,0,0,0,0,0,0,6.78E-05,1.00E+00,1.72E-06,NoBug
0,0,1,0,0,0,0,0.0019,0,0,1,0,0,0.7529,0.6588,0.8235,0.0196,0.0021,0.7529,0.6588,0.8235,1,0.0021,0,0,1,0,0,0,0,0,0,0,1.81E-02,9.81E-01,9.26E-04,NoBug
0,0,1,0,0,0,0,0.0019,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0392,0.614,0,0,1,0,1,1,0,0,0,0,7.24E-04,9.98E-01,8.51E-04,NoBug
0,0,1,0,0,0,0,0.0019,0,1,0,0,0,0.7529,0.6588,0.8627,0.0392,0.614,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.27E-03,9.98E-01,5.07E-05,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0353,0.5781,0,0,1,0,1,1,0,0,0,0,7.11E-04,9.98E-01,7.99E-04,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.8627,0.0353,0.5781,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.07E-03,9.98E-01,4.93E-05,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.7843,0.0196,0.091,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,4.83E-04,5.38E-03,9.94E-01,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.7843,0.0039,0.0517,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,3.76E-04,4.49E-03,9.95E-01,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.7843,0.0157,0.0779,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,4.46E-04,5.08E-03,9.94E-01,NoBug
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0431,0.5301,0,0,1,0,1,1,0,0,0,0,7.15E-04,9.99E-01,7.46E-04,NoBug
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.8627,0.0431,0.5301,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.89E-03,9.98E-01,4.85E-05,NoBug
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.7843,0.0196,0.7142,0,0,1,0,1,1,0,0,0,0,4.53E-04,9.99E-01,5.05E-04,NoBug
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.7843,0.0196,0.7142,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.66E-03,9.98E-01,3.69E-05,NoBug
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0471,0.7555,0,0,1,0,1,1,0,0,0,0,7.67E-04,9.98E-01,1.08E-03,NoBug
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.8627,0.0471,0.7555,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,3.25E-03,9.97E-01,5.60E-05,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.8627,0.0235,0.7127,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.74E-03,9.97E-01,5.25E-05,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0235,0.7127,0,0,1,0,1,1,0,0,0,0,7.17E-04,9.98E-01,9.81E-04,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.8627,0.0157,0.6584,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.36E-03,9.98E-01,5.02E-05,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0157,0.6584,0,0,1,0,1,1,0,0,0,0,6.94E-04,9.98E-01,8.90E-04,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0314,0.7491,0,0,1,0,1,1,0,0,0,0,7.39E-04,9.98E-01,1.05E-03,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.8627,0.0314,0.7491,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,3.06E-03,9.97E-01,5.44E-05,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7846,0.7529,0.6588,0.7843,0.0196,0.0004,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.04E-03,4.95E-04,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.7843,0.0196,0.0004,0.7529,0.6588,0.8627,0.0627,0.7846,0,0,1,0,1,0,1,0,0,0,2.94E-04,3.69E-03,9.96E-01,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0353,0.145,0,0,1,0,0,0,0,1,0,0,0.997294,0.00170275,0.00100325,NoBug
0,0,1,0,0,0,0,0.0023,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0627,0.8979,0,0,1,0,1,1,0,0,0,0,8.30E-04,9.98E-01,1.38E-03,NoBug
0,0,1,0,0,0,0,0.0023,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0588,0.746,0,0,1,0,1,1,0,0,0,0,7.86E-04,9.98E-01,1.08E-03,NoBug
0,0,1,0,0,0,0,0.0023,0,1,0,0,0,0.7529,0.6588,0.8627,0.0588,0.746,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,3.29E-03,9.97E-01,5.67E-05,NoBug
0,0,1,0,0,0,0,0.0023,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.8979,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,4.79E-03,9.95E-01,6.28E-05,NoBug
0,0,1,0,0,0,0,0.0023,0,0,1,0,0,0.7529,0.6588,0.8627,0.0196,0.0021,0.7529,0.6588,0.8627,1,0.0021,0,0,1,0,0,0,0,0,0,0,0.02748697,0.9710292,0.00148373,NoBug
0,0,1,0,0,0,0,0.0023,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0196,0.7804,0,0,1,0,1,1,0,0,0,0,7.25E-04,9.98E-01,1.09E-03,NoBug
0,0,1,0,0,0,0,0.0023,0,1,0,0,0,0.7529,0.6588,0.8627,0.0196,0.7804,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,3.19E-03,9.97E-01,5.45E-05,NoBug
0,0,1,0,0,0,0,0.0024,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0353,0.0017,0,0,1,0,0,0,0,1,0,0,9.99E-01,1.00E-03,4.73E-04,NoBug
0,0,1,0,0,0,0,0.0024,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0275,0.5675,0,0,1,0,1,1,0,0,0,0,6.96E-04,9.99E-01,7.79E-04,NoBug
0,0,1,0,0,0,0,0.0024,0,1,0,0,0,0.7529,0.6588,0.8627,0.0275,0.5675,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.97E-03,9.98E-01,4.84E-05,NoBug
0,0,1,0,0,0,0,0.0024,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0549,0.7984,0,0,1,0,1,1,0,0,0,0,7.91E-04,9.98E-01,1.17E-03,NoBug
0,0,1,0,0,0,0,0.0024,0,1,0,0,0,0.7529,0.6588,0.8627,0.0549,0.7984,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,3.68E-03,9.96E-01,5.83E-05,NoBug
0,0,1,0,0,0,0,0.0024,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.7843,0.0157,0.6589,0,0,1,0,1,1,0,0,0,0,4.41E-04,9.99E-01,4.59E-04,NoBug
0,0,1,0,0,0,0,0.0024,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.051,0.9261,0,0,1,0,1,1,0,0,0,0,8.16E-04,9.98E-01,1.43E-03,NoBug
0,0,1,0,0,0,0,0.0024,0,1,0,0,0,0.7529,0.6588,0.8627,0.051,0.9261,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,4.96E-03,9.95E-01,6.28E-05,NoBug
0,0,1,0,0,0,0,0.0013,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0353,0.0158,0,0,1,0,0,0,0,1,0,0,9.99E-01,8.88E-04,5.11E-04,NoBug
0,0,1,0,0,0,0,0.0014,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0314,0.031,0,0,1,0,0,0,0,1,0,0,9.99E-01,9.41E-04,5.54E-04,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0039,0.239,0,0,1,0,0,0,0,1,0,0,0.99668175,0.00185875,0.00145951,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0157,0.0078,0,0,1,0,0,0,0,1,0,0,9.99E-01,9.20E-04,5.31E-04,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0353,0.1004,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.14E-03,7.33E-04,NoBug
0,0,1,0,0,0,0,0.0018,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0353,0.1004,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.14E-03,7.33E-04,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0196,0.091,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.16E-03,7.46E-04,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0039,0.0517,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.09E-03,6.69E-04,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0157,0.0779,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.13E-03,7.16E-04,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0353,0.145,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.30E-03,8.84E-04,NoBug
